index,price
138,15772444.75938886
139,4328561.270494304
140,157804171.22351903
141,7015439.537940555
142,18078982.824434157
143,5494861.551033833
144,12494580.396813326
145,11066109.156749122
146,49444790.194762014
147,38456592.58426751
148,19040615.61867862
149,24695913.57048794
150,49758417.94469359
151,4406076.013710469
152,8144551.152335275
153,59496726.45234417
154,16678217.586400602
155,36590888.35410171
156,24463515.61666231
157,25548470.801526908
158,9919018.747089734
159,27125107.927735433
160,19765539.70881731
161,8893583.22805863
162,8491562.731367623
163,56485802.18136246
164,35009684.33066406
165,37613973.2910236
166,24285971.884637788
167,7847111.333485548
168,18605840.166435942
169,7921518.127696197
170,20156308.837868012
171,25324878.791211385
172,7540501.527649736
173,5806614.867714962
174,38575781.82043535
175,6834204.250028249
176,23815364.022625845
177,9633742.22600011
178,24166646.995483667
179,8860427.859183328
180,23104335.170908716
181,7375780.901430728
182,14841006.368587866
183,5123596.956217721
184,6704539.1577261835
185,7582334.362416354
186,26090756.269203693
187,17230989.276383266
188,16207595.228998767
189,10350190.720829174
190,6230258.999872238
191,18842329.455449086
192,8764733.173374392
193,13158180.934256608
194,14241379.928200379
195,238576222.7526434
196,12640466.053260215
197,43149306.30615727
198,148231047.26957223
199,4669129.042551853
200,84853483.22600366
201,16166708.410539685
202,10336071.05606513
203,5901570.8807061715
204,4166327.7067670426
205,184440145.4161594
206,136295069.72531587
207,12244359.054760147
208,33297619.835351095
209,20213861.478325307
210,6534218.717998184
211,5696953.200969951
212,17214545.408476084
213,16798561.820458416
214,15532323.385551626
215,18384360.43392973
216,4746726.926617514
217,37275318.27218936
218,29458484.327805802
219,43923067.701194234
220,5553880.1729415115
221,4175188.2831544913
222,7496667.998309551
223,35167413.70541135
224,22432477.89897833
225,9000940.967597542
226,16495232.699173888
227,19766116.83243323
228,80352317.79427922
229,14166499.927989194
230,6623614.415708427
231,7518968.163035094
232,3662818.156114782
233,33977002.658327386
234,75031735.56376916
235,3538687.75813529
236,21948864.89247881
237,12527738.02667917
238,9377743.349307092
239,30803197.92054206
240,41933376.87077604
241,3881283.604172336
242,5935230.272249772
243,54286424.17054832
244,34155666.88901138
245,14318278.425645245
246,12031075.361360546
247,10149484.15122056
248,18981390.928521864
249,6689109.568003982
250,28204188.641434807
251,37888596.54556063
252,4731682.583582786
253,23107535.119564515
254,59245566.58571526
255,14210599.376326876
256,5890512.484080513
257,3779821.534561024
258,5907044.104035851
259,21772994.452492338
260,6712218.065735331
261,3768884.737537394
262,20420929.367970407
263,20679834.366539393
264,53061661.74546759
265,32408080.4052413
266,15714352.433082486
267,164179294.30532607
268,9291558.642684216
269,92745342.5907616
270,20786934.899552684
271,6917372.4708207175
272,11506162.647625757
273,29616923.085425623
274,18759294.799969748
275,6051455.992974206
276,9581060.19983594
277,24388764.53494476
278,5270035.453298463
279,7975262.604580187
280,28671821.573693443
281,56379919.27472779
282,29424210.22390905
283,90155523.4172117
284,3838143.098683976
285,17965501.033032358
286,5138200.528713007
287,158594823.05543643
288,6135512.579116748
289,20341232.398766693
290,12972980.849590955
291,8110960.882153795
292,18512496.77091451
293,11840557.52292954
294,22932388.18913912
295,32383209.92278672
296,169916906.26906517
297,6997263.292647547
298,89090496.04929629
299,5529662.042648651
300,4510658.536762891
301,28841188.04841274
302,8276878.689824168
303,9351434.478109783
304,15454916.258631708
305,16312650.237113351
306,15484034.514889808
307,18848299.73561848
308,23188635.9730807
309,18782829.58198734
310,13640185.643109744
311,5121412.431261515
312,26777236.58492361
313,55839080.531841785
314,5667863.025742468
315,31964472.691498347
316,19122682.34894289
317,54013303.05122276
318,18146375.144469965
319,18703999.544397768
320,9424168.728794908
321,31388955.75454213
322,9307583.900588527
323,11818055.266764745
324,33798275.33511417
325,6579359.109149693
326,11446734.505576642
327,14107854.681047658
328,48050341.04735556
329,20401158.207382187
330,9379944.474603241
331,10044279.801212735
332,4225137.246923597
333,160140433.0096577
334,19177369.84643631
335,5258377.003297913
336,6905468.652266844
337,17779893.777299903
338,3696562.482310252
339,51557827.88609001
340,14979954.697697919
341,21858690.219114732
342,34688944.5332296
343,55408874.320560336
344,13709221.814053059
345,7819695.176441528
346,20192866.98313312
347,8239410.256067778
348,48787007.88099211
349,85491057.93731435
350,6283320.1874095015
351,13056497.942927755
352,61241248.57058464
353,62574415.82252092
354,5438916.486280537
355,52777692.3471394
356,9488496.557441989
357,87521357.82124491
358,23082315.212433096
359,6386671.127941786
360,5358669.576597506
361,8801876.994647149
362,83996169.17884474
363,45205745.601586476
364,5759204.953189278
365,16507690.048146976
366,13327603.058995187
367,5284554.866784984
368,114692139.86843675
369,34554835.552860804
370,6257439.498180378
371,40130562.93006654
372,11082187.102809886
373,8029347.139606729
374,11108072.573523486
375,106530797.34432368
376,6887714.322504344
377,57387507.737235576
378,17145506.95618503
379,13223380.730086755
380,22837988.691476315
381,10371973.298943402
382,35698471.4573064
383,4616377.477719713
384,16355662.729410658
385,4226601.651662194
386,22684354.23403915
387,35878151.505655535
388,164541657.57409775
389,7999346.812578171
390,19270201.796447746
391,11472029.826236483
392,17557741.338579714
393,10169358.979246464
394,6289633.9390375735
395,12410629.934513228
396,18579632.663325787
397,9273331.598848354
398,13104793.432412136
399,30958696.721460696
400,4254153.223547756
401,33820759.99483422
402,7357510.882162199
403,10104703.048780106
404,78914156.43857193
405,28186719.040979724
406,62907689.98128278
407,6251996.498396549
408,32146564.421664026
409,68198195.15402605
410,35649526.85366911
411,10429281.835075982
412,14388886.944941822
413,43484920.441079296
414,9179274.814603133
415,9235230.18412871
416,21102551.567072917
417,12642637.454824364
418,24486134.29350735
419,5833501.430350171
420,53669433.34328273
421,37692332.29585563
422,5833046.391133535
423,8415272.914340239
424,10940627.531404385
425,13272725.619494803
426,45184389.07765649
427,13923816.864670299
428,5017812.755431658
429,5280355.495067892
430,28270486.019116234
431,12083504.744525976
432,9218823.54338206
433,42334333.003211506
434,5030687.426337208
435,51219196.368856326
436,17771878.292403497
437,8826273.862107959
438,9120036.747116769
439,80067511.81430049
440,18471783.700985733
441,27799902.42849183
442,51405115.83409672
443,39110026.2978989
444,9688080.92133347
445,50947221.61162401
446,25531748.160509735
447,19097108.02237234
448,35192388.86916997
449,46390798.24735075
450,59962254.492959835
451,8978503.084641282
452,47034238.855574995
453,5522906.533605393
454,8237413.061867506
455,53302434.16743359
456,25387141.335446864
457,34204041.03614695
458,21306280.119365312
459,7295589.736120534
460,17636406.693971377
461,11927124.934217745
462,5803890.409617656
463,5647900.800676363
464,14702079.808723973
465,5027529.112997207
466,6290664.848208154
467,24107312.426558167
468,9118127.080740778
469,33612780.08572857
470,191161178.15073884
471,28785436.340545207
472,6573146.187608067
473,42609988.625849
474,6755862.619970096
475,44300395.01226326
476,10136490.785114093
477,30608709.69766933
478,30613176.068236053
479,10297277.037730506
480,12718986.176227773
481,15501119.554459795
482,3164907.1801556
483,95810495.07741202
484,59336969.51460092
485,310136140.71780705
486,9765684.596416619
487,8407032.797310673
488,13673695.507038405
489,5583632.187239264
490,29692923.923813574
491,11839961.552706962
492,4513373.991867031
493,6946475.268888437
494,4434749.842291543
495,6147499.44173781
496,5803994.967448237
497,23040922.348664507
498,21060270.914065298
499,5681455.213756703
500,3834007.2785405405
501,9263379.850324368
502,30188244.73023658
503,15204983.91030494
504,5758595.021793409
505,40197458.97967726
506,4491658.022198627
507,97670651.63526933
508,6465309.192971234
509,21527842.412185993
510,5201105.005555838
511,18330133.071119845
512,4113715.444021554
513,23993665.328831114
514,19353187.447529107
515,32289412.547288734
516,7610708.756531004
517,35750813.14093676
518,34015502.968526214
519,34024369.04596162
520,34316877.418300465
521,31576931.09831964
522,5422505.519108752
523,30635756.589204013
524,8167129.84637303
525,6679557.657929008
526,6316223.702485667
527,8851334.042067176
528,9339883.366337668
529,23003259.666321516
530,19355535.79435793
531,4482060.981563142
532,17330008.57252691
533,39394130.435376294
534,6949782.242133589
535,28833564.693774622
536,4749413.26987351
537,13577127.281087859
538,29005685.87723357
539,17739925.70953884
540,72462727.87756953
541,13726854.360608682
542,32319616.820478003
543,30560456.05041188
544,23551668.79284305
545,7199232.817234291
546,317616476.4608074
547,15974144.538918948
548,17385045.178294774
549,7335932.875811097
550,35772035.2372658
551,47803789.86570371
552,10259453.854784079
553,6617354.872653066
554,104086726.3556374
555,134761176.59013188
556,22943075.19353009
557,5217171.979333178
558,64206111.07982131
559,59030995.61363827
560,11095283.794591391
561,63926306.280452095
562,9669437.686540466
563,14210720.297101798
564,16258012.510619199
565,12196809.3542338
566,142154358.17586508
567,39130878.15939808
568,8980223.42561742
569,20852394.166940887
570,16832444.385493737
571,18363301.747300774
572,44644566.083411
573,48676523.756069146
574,15462109.063998232
575,48823766.61584709
576,23025834.947042607
577,14182894.598042881
578,21826857.305559576
579,21447553.182192594
580,9724357.875615865
581,63987233.85321233
582,134269831.75024027
583,25785764.267795753
584,29765669.576629307
585,19366501.06867367
586,7816588.297471616
587,8998313.611914054
588,4650444.539810977
589,19919159.510877486
590,19040744.312889874
591,5199560.3828871045
592,6047636.229981573
593,247641343.17951465
594,8640131.35623062
595,4873377.476903988
596,75301521.51779337
597,4779130.74948558
598,25342249.224288005
599,19338768.992792476
600,78642557.87723297
601,8079647.391410391
602,4298715.734323112
603,32206298.089336805
604,7266975.543448247
605,21101781.134602655
606,274185366.3464832
607,51928058.85592276
608,21020990.070094217
609,11934286.230434073
610,5519535.427102925
611,61465250.61193813
612,18530451.187409773
613,200184409.33540258
614,41538348.38115729
615,9325382.005268356
616,71849461.96431589
617,9624009.780748611
618,11806789.323767094
619,5679671.7775647715
620,7240181.00769858
621,70300101.55280998
622,277261857.87207115
623,19407058.24282049
624,11949601.951491714
625,143736468.63352486
626,18082226.952063274
627,4325616.268377797
628,13422220.911073808
629,81077514.34813236
630,10919496.437848171
631,8396759.24228771
632,6656128.410949229
633,13254592.57991631
634,11118491.678657373
635,3738927.205777251
636,19531990.62612144
637,17922696.44306905
638,7469697.272978377
639,28207893.762236018
640,8021606.386378024
641,18162515.736077394
642,29299933.658410214
643,8503282.599315815
644,17701903.424625095
645,81111466.78394209
646,6058694.334296271
647,8566097.49445083
648,26998036.779612217
649,29369322.77873089
650,25310898.233786818
651,58703359.87711785
652,99837016.29836951
653,22618454.404351417
654,3529441.5132133686
655,41875473.57003127
656,23723158.66822431
657,15793738.228693932
658,30091235.492744315
659,23469975.343252
660,7452696.511826006
661,14041582.226228416
662,28977687.276056208
663,11596765.56329124
664,14044835.21749735
665,10657385.874899257
666,92492684.75119357
667,31190013.096916318
668,53612479.45432344
669,29277282.507014908
670,59116573.33548038
671,4249361.161904887
672,89207353.07142973
673,9190681.287374485
674,20073028.09041835
675,13861588.070726318
676,11589446.595428912
677,61867696.0597027
678,7078853.038563667
679,14341419.953266798
680,9179479.429240076
681,43104798.74329781
682,26155247.967928555
683,24534618.84465845
684,32043733.4003135
685,5406073.871397314
686,25098948.827886328
687,5978343.122642025
688,10918303.832768383
689,76747112.99841607
690,5247229.306746769
691,22733074.686113246
692,9687172.078546623
693,39502075.95998912
694,5923116.7808296755
695,7971656.190415497
696,4427785.274257688
697,23732393.57344812
698,28875266.690710638
699,6598425.291576574
700,37662332.17600928
701,8222321.9749486055
702,25932276.559827037
703,42625441.39169598
704,8861265.856512686
705,21630533.629745577
706,6189237.87188135
707,5722864.519971197
708,9452269.858781917
709,24112284.219607987
710,5039314.261589064
711,7687153.825339307
712,59123036.92071147
713,9724294.71805715
714,18425021.476389345
715,15987853.101453267
716,5943337.964517684
717,11337549.663945803
718,214710212.92906696
719,10237857.87204499
720,7869523.227021626
721,12004203.347543372
722,48179886.36370868
723,26669359.282585274
724,374558363.7490678
725,17863008.547500648
726,22952491.222447373
727,4973450.196071776
728,58102848.03794102
729,20636762.401595455
730,38769923.979704894
731,29238842.75388452
732,3872641.663825707
733,5173352.998384433
734,13680422.353832684
735,11923711.755156672
736,10116673.492542937
737,39592290.82220963
738,49656778.27497945
739,8193671.157690765
740,6555619.748344664
741,8775341.411533108
742,3771845.4164708196
743,9965203.100497393
744,14838694.792746188
745,27149861.295464464
746,5570336.071689734
747,46891146.58243979
748,39834564.552225724
749,13806411.626453158
750,16486579.443559842
751,20283665.209788788
752,23373782.965430234
753,38497213.66320666
754,3581093.7054453976
755,31479730.804526594
756,19998747.28753653
757,15223756.633476406
758,33049628.794605225
759,13427903.35198445
760,24392347.8747773
761,6373641.089782852
762,11486655.8060511
763,9842363.152260927
764,11716949.32810681
765,4541244.315988938
766,22190875.17032427
767,19044539.112674706
768,8100942.295506833
769,63740387.963232495
770,14831181.388887934
771,20309107.53016174
772,172956479.44280064
773,10712302.03803252
774,15486077.100605775
775,187282889.70559072
776,21910540.18266712
777,4228388.386761395
778,39983934.628818326
779,4378452.4114706395
780,12326395.419042774
781,23343054.94556158
782,4457240.103131964
783,8642008.777701613
784,8261433.236920633
785,3558959.22783448
786,10773409.696854586
787,38320151.37876783
788,11711801.58997563
789,8413949.785318194
790,46681817.931493536
791,3422379.904128936
792,12459520.986228539
793,38131606.29787538
794,5763955.70849535
795,26507786.42443975
796,42759162.025206976
797,9259103.819094578
798,12374928.838535024
799,21115778.415505975
800,26206479.0378645
801,72717375.39949113
802,4640440.199836783
803,13744092.718764728
804,5259044.202776951
805,4792566.919633967
806,3786844.1759879626
807,11914642.188907357
808,13859954.122419257
809,111745026.74274139
810,7227313.143142579
811,6442561.873798976
812,74560196.95256977
813,23458389.924720455
814,3755889.652883614
815,9038786.807373887
816,247747460.23397076
817,7235631.116071978
818,4995863.889695033
819,30242688.10997416
820,5370789.318488227
821,19511149.840876866
822,39884493.34400889
823,79823708.9105817
824,8869835.097540595
825,6271870.463988494
826,20983111.258630954
827,20849351.530754507
828,11397105.88149995
829,27975612.029495385
830,88551899.41703795
831,15539091.608150909
832,17086456.80444112
833,98170923.94200704
834,4567503.925498229
835,12463593.4773015
836,12540780.546732388
837,20200892.5902221
838,5217136.33922115
839,58768697.19548884
840,113193436.28535947
841,9670469.181797422
842,11503922.678547466
843,35402669.07663302
844,42127077.5802661
845,13741193.092431769
846,11766034.958400749
847,61172304.70779144
848,26241756.48132867
849,42289002.64603146
850,6422274.701269635
851,22352408.388783675
852,24330334.4560977
853,27614025.198942315
854,12814425.125520796
855,33613626.50244417
856,34074095.05996605
857,54212517.09955903
858,7717424.87222691
859,28067984.94856002
860,5401139.149943691
861,17691266.719423946
862,4942539.670464166
863,5010316.990510675
864,5171972.323608368
865,19023981.14032665
866,7410442.70418157
867,11154490.912429793
868,14465083.731469033
869,26296975.994991016
870,146456315.4773038
871,21377681.174452014
872,7411364.1449908465
873,8498336.591705998
874,11645673.494662069
875,23876363.489403296
876,17801811.894907124
877,4130007.318322773
878,13480507.066630326
879,11683611.012685439
880,7875102.92873809
881,9945378.162196208
882,10845028.604604261
883,16050660.29170274
884,47507204.492047414
885,7092155.699488922
886,10021790.562980812
887,12737741.410783706
888,6132340.050798901
889,52404759.138694346
890,5067698.726234446
891,5546901.5466743205
892,37984709.85294035
893,6809109.160350212
894,16172105.25495024
895,67898183.65154628
896,6695670.342091698
897,139679389.59002846
898,6741863.290546341
899,11313906.786436206
900,13839625.770378478
901,7545018.112925884
902,31193248.876318403
903,6375927.615608648
904,13859215.652362145
905,7543992.311033667
906,10130442.972287059
907,42247342.77821449
908,41927042.04494303
909,8022382.632100108
910,6898817.685378748
911,17572632.603937656
912,22002258.284873698
913,14777303.586997902
914,304895494.3942389
915,8167899.941780501
916,11339934.914818749
917,24457072.55387979
918,109827561.66135983
919,42747737.322476536
920,11929546.542116495
921,25587171.902613174
922,19708491.153701577
923,9119012.35001164
924,5399623.740141656
925,36873400.165941924
926,8620539.680658592
927,109653488.70035836
928,8118889.431793744
929,33202938.963288534
930,20051992.9068084
931,21797450.265876483
932,15817826.677811988
933,7856035.015562288
934,11814935.084507372
935,13770247.62140169
936,3617506.9383624136
937,17534205.350186717
938,5268952.369593862
939,5099313.735089654
940,36032127.5157525
941,52895002.331226245
942,10317363.491939384
943,8303668.521136996
944,16327666.352003014
945,6298867.395700189
946,6320107.697481106
947,40111945.99989012
948,32898845.495578986
949,88554760.61462373
950,6175386.257569001
951,6010839.677438666
952,13358956.864653783
953,71778308.11860484
954,5565676.171131515
955,14111570.37706872
956,6488913.733476856
957,9787246.969905421
958,71043370.4837801
959,31135664.224721596
960,21608666.37505476
961,11614037.791838992
962,183057495.55224004
963,7431400.760375896
964,5678053.378972573
965,5885022.868277382
966,23155304.924087245
967,23504165.875831712
968,43564529.6350251
969,9823575.482981125
970,7958386.144026609
971,29037922.33055888
972,8756875.804017542
973,21474226.076595232
974,45146370.33173354
975,16759334.443812322
976,27496649.300261993
977,93082657.92456551
978,67702313.46813421
979,17877394.977947194
980,46909059.40245361
981,5458506.993311305
982,38069550.68344155
983,20346407.61738046
984,21668447.101409547
985,36566286.34401957
986,6585323.97766077
987,263080131.4334823
988,15725215.268239029
989,38252119.41250647
990,123359515.55374427
991,31510097.71373988
992,8850308.742474511
993,22839772.991893858
994,5173903.536856882
995,11075361.256793348
996,64270605.59945378
997,19085543.040912725
998,16128825.902948374
999,8016268.66103395
1000,5694436.495837535
1001,9627893.92966751
1002,5125583.697303445
1003,106705919.90191217
1004,28530963.7177379
1005,39003264.390046455
1006,5930652.3083035685
1007,27905187.217302248
1008,9405131.734627217
1009,43821834.75869889
1010,13749015.568658384
1011,9080352.102005737
1012,20887096.41843207
1013,10606637.022137672
1014,4361415.477548616
1015,10008010.262429858
1016,8242868.578689496
1017,7310004.400189555
1018,12712284.097690776
1019,13184546.946971644
1020,38431134.27777874
1021,10134888.6753833
1022,64094908.744584434
1023,12305119.046981657
1024,42023726.4123372
1025,27693388.173953187
1026,10182924.744016226
1027,16579514.93654777
1028,28668249.387433194
1029,4747402.522275314
1030,22978679.56574476
1031,64133664.50970012
1032,42971245.544407755
1033,40874807.82212261
1034,27243220.866766207
1035,4206954.610115344
1036,24524485.272982832
1037,81009536.64284359
1038,244312680.21830285
1039,7012049.025060636
1040,8325922.358744599
1041,127381435.552043
1042,7843453.673268531
1043,6915790.7128283195
1044,217553138.01574668
1045,8739934.34722109
1046,11116869.87627504
1047,15889265.143301768
1048,4471356.202733737
1049,4522233.186987968
1050,6989447.652193102
1051,5097479.012713227
1052,104305846.89771934
1053,17346153.518178444
1054,16680743.108823447
1055,24486354.48952679
1056,11865625.615550328
1057,4667537.558070249
1058,14010883.444884727
1059,16189800.947524391
1060,8759264.196439054
1061,19314132.841941044
1062,130375529.48995733
1063,18320483.42268418
1064,6914268.67908871
1065,36229620.47809152
1066,4139730.3826851062
1067,22762684.750295475
1068,9792839.577950979
1069,14965541.174438605
1070,6809287.3052673945
1071,35391377.79665298
1072,40775391.337089725
1073,10930264.1727487
1074,20791902.473111622
1075,5418876.891227817
1076,192179878.2954782
1077,17894448.101203375
1078,18236753.773330435
1079,6363919.0277408315
1080,87457644.53255595
1081,26225868.061965015
1082,94632805.76189426
1083,7000888.705988078
1084,15659902.87084804
1085,28139547.140938874
1086,4236344.318429278
1087,8827242.239288269
1088,21078866.797038585
1089,116271436.46605237
1090,9581130.3747141
1091,65033886.098018356
1092,37115641.72324051
1093,3522601.817634131
1094,29933372.712308995
1095,7560054.592584924
1096,15353659.916957414
1097,8396633.164134687
1098,21788788.11906605
1099,28810331.0824397
1100,37474151.99786566
1101,17832102.1685029
1102,5736544.075625021
1103,17469393.29853731
1104,6790549.3213943215
1105,22410160.19726589
1106,20704562.882780064
1107,5128193.947524658
1108,14948268.624346996
1109,15205381.311096257
1110,16499049.241970038
1111,371902614.8419137
1112,23038532.875267964
1113,8734475.526382526
1114,3444636.7457362297
1115,7701174.830891488
1116,46442508.42510378
1117,20975898.115134284
1118,11768506.351694563
1119,161671009.33975366
1120,6629804.996276569
1121,32995313.39022533
1122,15005335.186486987
1123,5643788.396716371
1124,42756191.09939162
1125,25960938.249261633
1126,7259116.882354918
1127,5404998.783238681
1128,4376939.678479478
1129,19790920.928560715
1130,4611213.096079807
1131,4074794.5084518576
1132,38405426.74958453
1133,14592883.523327813
1134,4689383.355160171
1135,12079830.572764823
1136,77736513.80606681
1137,13203773.39153212
1138,19453240.93177098
1139,5198203.1334859105
1140,83966619.43742591
1141,10250689.335704785
1142,62105832.262914024
1143,112600866.5680125
1144,11348398.249384657
1145,3544357.6077688336
1146,5605297.8234159
1147,164955978.34628424
1148,6333046.222351866
1149,33788842.40294463
1150,5400726.105195969
1151,8328898.193551358
1152,18363566.59867157
1153,6644721.71186284
1154,19816573.4315383
1155,54522764.19397901
1156,5952530.649537262
1157,23774983.87912674
1158,6906050.376360789
1159,10176383.014299251
1160,30716398.444528896
1161,225665831.1669772
1162,4438292.978688075
1163,10284968.19226727
1164,12118184.013175879
1165,34600896.73425939
1166,8566938.951999068
1167,10904914.059705554
1168,7212972.692329085
1169,5547574.939622066
1170,15030059.482547708
1171,33741125.47369234
1172,66902779.493160345
1173,29567536.353915956
1174,18801908.875564795
1175,13129129.230225949
1176,48398747.302065216
1177,35954880.159688324
1178,5826244.660645257
1179,9756183.463498132
1180,6428556.804379187
1181,17400851.469318777
1182,5104884.84779126
1183,4514129.968789662
1184,5970715.135223156
1185,14019640.161632467
1186,79625172.02081195
1187,62875187.99602889
1188,25735690.04562614
1189,10171154.893845491
1190,21574218.143397037
1191,8186252.42521839
1192,27156055.197019324
1193,13982275.454041122
1194,8441457.494623432
1195,7918295.200937093
1196,5047996.317446138
1197,9645748.749567816
1198,66945422.28786836
1199,64611152.70820246
1200,7060663.501785114
1201,3487173.134128029
1202,9049052.691084439
1203,42234250.58740235
1204,6965609.413378645
1205,4353259.977364741
1206,6036391.351500857
1207,6703243.373699605
1208,14173000.373518782
1209,21356754.676920734
1210,8205974.590838154
1211,36135204.000328206
1212,12843174.003371371
1213,19822145.190603446
1214,21152514.937901907
1215,6038752.7764258655
1216,15692500.068229286
1217,54051621.86054656
1218,9067888.027546199
1219,114481733.24961844
1220,3817086.135469317
1221,12698294.586213179
1222,11676194.124725135
1223,13044503.028572954
1224,43968202.752041675
1225,25998655.73984267
1226,56123144.08745053
1227,4148630.9862912158
1228,7120220.261632963
1229,148611251.4943906
1230,14435544.063284151
1231,31428467.78181141
1232,123204521.58680592
1233,6465036.563901049
1234,104463106.57799955
1235,11976359.559223194
1236,11748595.079592759
1237,7579002.792484945
1238,45968406.95243452
1239,5294220.36302703
1240,5818856.432262401
1241,6495689.359909866
1242,15628346.477180587
1243,16096792.399246786
1244,93606627.13168983
1245,7623027.8065436445
1246,5977225.577560714
1247,24037385.67530293
1248,15173043.683342973
1249,9018347.280746518
1250,11781978.267539907
1251,57030384.811900094
1252,70862764.49134098
1253,47883132.15418363
1254,22223556.97433699
1255,31209756.995572053
1256,10435785.18491174
1257,6221459.88574055
1258,5012371.185646028
1259,6345334.7829045
1260,79754693.38071895
1261,185703531.37339532
1262,14785657.32459533
1263,29933735.689252794
1264,5732382.493365537
1265,5583611.510912744
1266,15048260.007113948
1267,251079974.72631064
1268,6487962.205735704
1269,12844411.258759921
1270,232158362.1049203
1271,59439706.70856927
1272,17888222.152595796
1273,9329337.092628423
1274,14050061.674017496
1275,7063154.728584679
1276,7369794.19567589
1277,28254849.942761827
1278,5549082.662165617
1279,17812434.683817424
1280,19310609.918809563
1281,26539914.46571057
1282,14574888.250814764
1283,30448046.412353594
1284,22885787.01428652
1285,17453052.43425099
1286,115902614.60193898
1287,19126205.37112116
1288,32817944.829544567
1289,23359604.91000169
1290,28716421.193878412
1291,247117132.11853912
1292,60745167.085015394
1293,19660900.133221116
1294,20953931.689272
1295,7604270.9609637
1296,14286220.348085199
1297,7699023.270013463
1298,36066890.638393894
1299,6475147.618811783
1300,25987379.64365858
1301,150651045.9118269
1302,7100550.3922732165
1303,4733152.7200339865
1304,44183330.5906045
1305,10653739.259308241
1306,45866103.35003125
1307,4975634.003050463
1308,30235191.42662242
1309,7032027.338906501
1310,20848085.041095007
1311,8807023.996073168
1312,5962206.273666287
1313,9772378.88730663
1314,6069572.404315305
1315,21971029.686283927
1316,67169156.27290247
1317,90632488.08539365
1318,180461499.24589425
1319,145872997.82908726
1320,11036048.36997901
1321,12096065.926024996
1322,47266823.88058996
1323,20205392.56546894
1324,36964809.64998095
1325,7812567.303854659
1326,153975098.43697235
1327,180687340.05602798
1328,16021803.681596959
1329,7130794.941979189
1330,23548216.12717065
1331,46212552.43652491
1332,5954238.385812657
1333,5745036.039459978
1334,10546895.509097517
1335,39627736.12248194
1336,9162314.537557695
1337,175708059.33388758
1338,6438326.17874188
1339,22671433.85226628
1340,28221338.92656228
1341,77276522.16077225
1342,2999729.7137175393
1343,9066469.862140158
1344,5022842.1334098205
1345,14574541.216696803
1346,11997089.848047536
1347,7036063.703563935
1348,32738126.91325473
1349,6748750.609886727
1350,14505366.524103625
1351,18110994.77284909
1352,37373405.12756208
1353,11968904.721645212
1354,14362309.090826016
1355,8781567.27698727
1356,22396593.880936287
1357,14742091.418621916
1358,25017668.51721308
